#wlgth,rho,drho,rho,drho,rho,drho,rho,drho,rho,drho,rho,drho,mean,stdev
979.12,0.3643,0.0028,0.6425,0.0005,0.6977,0.0007,0.5569,0.0009,0.5647,0.0015,0.5917,0.0019,0.5696,0.1136
980.7,0.3685,0.0013,0.6403,0.0007,0.6968,0.001,0.5576,0.0013,0.567,0.0019,0.5921,0.0021,0.5704,0.1116
982.27,0.3685,0.0023,0.637,0.0015,0.6989,0.0015,0.558,0.0011,0.5652,0.002,0.5938,0.0024,0.5702,0.1118
983.84,0.3723,0.0014,0.6443,0.0017,0.7018,0.0012,0.5612,0.0012,0.5679,0.0011,0.5963,0.0029,0.574,0.112
985.41,0.3768,0.0038,0.6439,0.0019,0.7021,0.0009,0.5625,0.0013,0.5678,0.0011,0.5966,0.002,0.575,0.1103
986.99,0.3748,0.0018,0.6465,0.0013,0.7052,0.001,0.5632,0.001,0.5667,0.0026,0.5995,0.0024,0.576,0.1122
988.56,0.3767,0.0018,0.6449,0.0012,0.7048,0.0012,0.5607,0.0008,0.5698,0.0035,0.5988,0.0027,0.576,0.1112
990.13,0.3741,0.0043,0.6449,0.0011,0.7024,0.0024,0.558,0.0002,0.5684,0.0017,0.5972,0.0026,0.5742,0.1116
991.7,0.3742,0.002,0.6452,0.0013,0.701,0.0008,0.561,0.0008,0.5686,0.0019,0.5985,0.0029,0.5748,0.1113
993.28,0.3748,0.0027,0.6468,0.0007,0.7047,0.0004,0.5624,0.001,0.5656,0.0025,0.5973,0.0029,0.5753,0.1121
994.85,0.3781,0.0054,0.6467,0.0011,0.7049,0.0013,0.5605,0.0008,0.5661,0.0009,0.5994,0.0029,0.5759,0.111
996.42,0.3713,0.0019,0.6452,0.0012,0.7036,0.0015,0.5579,0.0014,0.5643,0.0022,0.5957,0.0018,0.573,0.1129
998,0.3739,0.0029,0.6476,0.0009,0.7036,0.0013,0.5571,0.0004,0.5683,0.0007,0.6012,0.0031,0.5753,0.1125
999.57,0.3755,0.0029,0.6486,0.0007,0.71,0.0015,0.5608,0.0013,0.5714,0.0024,0.603,0.0029,0.5782,0.1135
1001.14,0.375,0.0026,0.6466,0.0015,0.7011,0.001,0.5566,0.0014,0.5617,0.0021,0.5975,0.0025,0.5731,0.1114
1002.72,0.3761,0.0035,0.6468,0.0017,0.7003,0.0025,0.5578,0.0013,0.5606,0.0027,0.5974,0.003,0.5732,0.1108
1004.29,0.3757,0.0027,0.6456,0.0008,0.7004,0.0015,0.5575,0.0011,0.5625,0.002,0.6004,0.0037,0.5737,0.1109
1005.86,0.378,0.0025,0.6501,0.002,0.7026,0.0016,0.5579,0.0006,0.5677,0.0018,0.5982,0.0024,0.5757,0.111
1007.44,0.378,0.0032,0.6538,0.0013,0.703,0.0014,0.5581,0.0011,0.5703,0.0027,0.6006,0.0028,0.5773,0.1117
1009.01,0.3791,0.0021,0.6461,0.001,0.6988,0.0015,0.5557,0.0022,0.5656,0.0012,0.5954,0.0018,0.5734,0.1092
1010.58,0.3772,0.0065,0.6501,0.0025,0.7009,0.0014,0.557,0.0022,0.5646,0.0032,0.5999,0.0004,0.5749,0.111
1012.16,0.3841,0.0039,0.6538,0.0015,0.7096,0.0013,0.5585,0.0008,0.5668,0.002,0.6028,0.004,0.5793,0.1112
1013.73,0.3819,0.0057,0.6512,0.0024,0.7052,0.0016,0.5552,0.0013,0.5623,0.0028,0.5979,0.0037,0.5756,0.1105
1015.31,0.3875,0.0021,0.6554,0.0018,0.7072,0.0022,0.5574,0.0015,0.5681,0.0022,0.6012,0.0008,0.5795,0.1096
1016.88,0.3787,0.0022,0.6508,0.0013,0.7007,0.0025,0.5526,0.0011,0.561,0.0032,0.5938,0.0026,0.5729,0.1106
1018.45,0.3842,0.0036,0.657,0.0009,0.7067,0.0012,0.5558,0.0017,0.5686,0.0022,0.6059,0.0025,0.5797,0.1111
1020.03,0.3816,0.005,0.6608,0.0015,0.7116,0.0016,0.5618,0.002,0.5668,0.0037,0.6038,0.0022,0.5811,0.1134
1021.6,0.3845,0.004,0.6581,0.0016,0.7044,0.0021,0.5594,0.0016,0.5677,0.0017,0.6045,0.0022,0.5798,0.1104
1023.18,0.3848,0.0029,0.6647,0.0021,0.7124,0.0026,0.5595,0.0016,0.5711,0.0039,0.6078,0.0023,0.5834,0.1131
1024.75,0.3898,0.0037,0.659,0.0024,0.7077,0.0028,0.5582,0.0023,0.5704,0.0048,0.6076,0.0024,0.5821,0.1096
1026.33,0.3783,0.0033,0.6565,0.0008,0.7059,0.0007,0.5539,0.0018,0.5638,0.001,0.6036,0.0036,0.577,0.113
1027.9,0.379,0.0041,0.6604,0.0019,0.7106,0.0026,0.5575,0.0016,0.5706,0.0025,0.6047,0.0029,0.5805,0.1141
1029.48,0.3874,0.0046,0.659,0.0015,0.7072,0.0033,0.5588,0.002,0.5703,0.0044,0.6078,0.0017,0.5817,0.1103
1031.05,0.3824,0.0041,0.6613,0.0025,0.7153,0.0021,0.5581,0.0018,0.5688,0.0038,0.605,0.0031,0.5818,0.1142
1032.63,0.3898,0.0055,0.6567,0.0015,0.7028,0.0031,0.5522,0.0012,0.5627,0.0019,0.6048,0.001,0.5782,0.1084
1034.1,0.4195,0.0042,0.7167,0.0032,0.8022,0.0042,0.5905,0.0011,0.5792,0.001,0.6664,0.0106,0.6291,0.1319
1049.8,0.4359,0.0024,0.7368,0.0022,0.8246,0.003,0.6046,0.0013,0.596,0.0012,0.6969,0.0128,0.6491,0.1349
1065.5,0.4382,0.0004,0.7346,0.0027,0.8209,0.0039,0.606,0.0018,0.5955,0.0012,0.6928,0.0102,0.648,0.1326
1081,0.4557,0.0016,0.7406,0.0032,0.833,0.0036,0.6153,0.002,0.6052,0.0013,0.7127,0.0097,0.6604,0.1311
1096.3,0.4618,0.0012,0.7209,0.0032,0.8093,0.0038,0.6065,0.0016,0.5959,0.0006,0.7061,0.0071,0.6501,0.1215
1111.6,0.473,0.0021,0.7043,0.0038,0.7989,0.0044,0.6103,0.0018,0.6012,0.0011,0.7262,0.0101,0.6523,0.115
1126.7,0.4736,0.0015,0.656,0.0036,0.7583,0.0031,0.5997,0.0022,0.5905,0.0015,0.7183,0.0099,0.6327,0.1018
1141.6,0.4802,0.0018,0.6197,0.0031,0.7327,0.0035,0.6005,0.0012,0.5885,0.0007,0.7301,0.0076,0.6253,0.0955
1156.5,0.4876,0.0018,0.5921,0.0021,0.7172,0.0033,0.6036,0.0015,0.5913,0.0002,0.747,0.0067,0.6231,0.0948
1171.2,0.494,0.0013,0.5796,0.0026,0.7032,0.0027,0.5998,0.0017,0.5872,0.0008,0.7426,0.0075,0.6177,0.0905
1185.8,0.5017,0.002,0.574,0.0022,0.6984,0.0036,0.6002,0.0014,0.586,0.0007,0.7548,0.0068,0.6192,0.0916
1200.3,0.5047,0.0017,0.5692,0.002,0.6903,0.0035,0.5953,0.0012,0.5831,0.0004,0.7503,0.0063,0.6155,0.089
1214.7,0.5087,0.0018,0.569,0.0024,0.6903,0.0032,0.5961,0.0013,0.5827,0.0007,0.7537,0.0055,0.6167,0.0891
1229,0.5102,0.0019,0.5687,0.0023,0.6895,0.0029,0.5928,0.0012,0.5805,0.0003,0.7536,0.0054,0.6159,0.089
1243.1,0.5179,0.0015,0.5711,0.0023,0.6929,0.003,0.596,0.001,0.5833,0.0004,0.7591,0.0044,0.6201,0.0888
1257.1,0.5238,0.0012,0.5738,0.0022,0.6945,0.0035,0.5981,0.0013,0.5861,0.0004,0.7648,0.0037,0.6235,0.0888
1271,0.5328,0.0018,0.5773,0.0019,0.6994,0.0028,0.6051,0.0012,0.5924,0.0003,0.7717,0.0141,0.6298,0.0885
1284.8,0.5434,0.0014,0.5776,0.002,0.7021,0.0031,0.6136,0.0012,0.5993,0.0004,0.7856,0.0132,0.6369,0.0901
1298.5,0.55,0.0014,0.5664,0.0021,0.6947,0.0028,0.6155,0.0015,0.6013,0.0006,0.79,0.0128,0.6363,0.0906
1312.1,0.5512,0.0018,0.546,0.0022,0.6764,0.0032,0.611,0.0017,0.5976,0.0005,0.7862,0.0122,0.6281,0.0908
1325.5,0.5505,0.0023,0.5199,0.0021,0.6508,0.0027,0.6027,0.0015,0.589,0.0003,0.7821,0.0116,0.6158,0.093
1338.9,0.5398,0.0022,0.4875,0.0021,0.6144,0.0026,0.5798,0.0009,0.5683,0.0004,0.7553,0.0091,0.5909,0.0911
1352.1,0.5046,0.0021,0.4512,0.0022,0.5646,0.0032,0.5373,0.0011,0.5273,0.0008,0.6912,0.0087,0.5461,0.0807
1365.3,0.4466,0.0044,0.4129,0.0027,0.5044,0.0014,0.4655,0.0024,0.4602,0.0007,0.5864,0.0081,0.4793,0.0602
1378.4,0.4377,0.0049,0.3988,0.0061,0.4846,0.0038,0.4559,0.0042,0.4499,0.0026,0.5863,0.0046,0.4689,0.0639
1391.3,0.4156,0.0041,0.3783,0.0045,0.4615,0.0026,0.4341,0.005,0.4312,0.0032,0.5521,0.0082,0.4454,0.0589
1404.2,0.4164,0.0052,0.3574,0.0029,0.444,0.0037,0.4278,0.0026,0.4116,0.0038,0.5567,0.0053,0.4356,0.0661
1416.9,0.4165,0.0029,0.3261,0.0032,0.4021,0.0041,0.4134,0.0032,0.4097,0.0033,0.5525,0.0042,0.4201,0.0733
1429.6,0.4164,0.0033,0.2893,0.0022,0.3723,0.0025,0.4037,0.0022,0.3962,0.0011,0.5441,0.0044,0.4037,0.0825
1442.1,0.4176,0.002,0.262,0.0019,0.3444,0.0024,0.4003,0.0013,0.3894,0.0012,0.5633,0.0031,0.3962,0.0991
1454.6,0.4249,0.002,0.2532,0.0018,0.3393,0.0024,0.4032,0.0007,0.3963,0.0008,0.5766,0.0029,0.3989,0.1068
1467,0.4276,0.0012,0.2558,0.0017,0.3458,0.0019,0.4111,0.0012,0.4012,0.0009,0.5839,0.0021,0.4042,0.108
1479.3,0.4371,0.0008,0.2631,0.0015,0.359,0.0017,0.4224,0.0011,0.4105,0.0006,0.5986,0.0102,0.4151,0.11
1491.5,0.4545,0.0012,0.2649,0.0008,0.3684,0.0019,0.4408,0.0008,0.4283,0.0007,0.631,0.0105,0.4313,0.1201
1503.6,0.466,0.0011,0.266,0.0013,0.3752,0.0017,0.4519,0.0008,0.4382,0.0003,0.6477,0.0109,0.4408,0.1253
1515.7,0.4756,0.0008,0.2698,0.0009,0.3815,0.0016,0.4599,0.0008,0.4458,0.0003,0.6565,0.0099,0.4482,0.1269
1527.6,0.4815,0.0008,0.2757,0.0009,0.3912,0.0018,0.4664,0.0008,0.4516,0.0002,0.6665,0.008,0.4555,0.1279
1539.5,0.4844,0.0006,0.2847,0.0009,0.4032,0.0018,0.4702,0.0008,0.4552,0.0002,0.6718,0.0079,0.4616,0.1261
1551.3,0.4863,0.0007,0.2943,0.0008,0.4144,0.0017,0.4738,0.0006,0.4596,0.0003,0.6739,0.0076,0.467,0.1232
1563,0.4921,0.0007,0.3017,0.0009,0.4223,0.0019,0.4784,0.0007,0.464,0.0004,0.6812,0.0072,0.4733,0.1231
1574.6,0.5016,0.001,0.3068,0.0007,0.4283,0.0019,0.4846,0.0004,0.4701,0.0003,0.6927,0.0076,0.4807,0.1253
1586.2,0.5127,0.0008,0.3114,0.0009,0.4347,0.002,0.4929,0.0009,0.4781,0.0003,0.7059,0.0075,0.4893,0.1283
1597.6,0.5223,0.0011,0.3156,0.0004,0.441,0.002,0.4998,0.0007,0.4836,0.0004,0.7152,0.0062,0.4962,0.13
1609,0.5323,0.0006,0.3201,0.0006,0.4475,0.0017,0.5051,0.0006,0.4903,0.0003,0.7241,0.0065,0.5033,0.1315
1620.4,0.5343,0.0011,0.3217,0.0009,0.4544,0.0021,0.5085,0.0008,0.4928,7.78E-05,0.7265,0.0057,0.5063,0.1313
1631.7,0.5364,0.0013,0.3217,0.0009,0.4546,0.0022,0.5083,0.0004,0.4931,0.0004,0.7286,0.0051,0.5071,0.1321
1642.9,0.5393,0.0019,0.3241,0.0005,0.4496,0.002,0.5039,0.0006,0.4888,0.0006,0.7194,0.0046,0.5042,0.129
1654,0.5418,0.0017,0.3244,0.001,0.4487,0.002,0.4977,0.0006,0.4842,0.0005,0.7152,0.0039,0.502,0.1279
1665,0.5396,0.0017,0.3238,0.0011,0.4473,0.0016,0.4955,0.0007,0.4791,0.0004,0.7036,0.0128,0.4982,0.1243
1676,0.5396,0.001,0.3221,0.0008,0.4471,0.0019,0.4907,0.0003,0.4765,0.0004,0.7047,0.0118,0.4968,0.1253
1687,0.5342,0.0012,0.3183,0.0008,0.4427,0.002,0.4876,0.0007,0.4728,0.0003,0.7014,0.0111,0.4928,0.1254
1697.9,0.5342,0.0016,0.3132,0.0009,0.4377,0.0018,0.4862,0.0007,0.4694,0.0007,0.698,0.0118,0.4898,0.1262
1708.7,0.5261,0.0008,0.3068,0.0008,0.4309,0.0017,0.4823,0.0008,0.4662,0.0003,0.6948,0.0107,0.4845,0.1271
1719.4,0.5264,0.0012,0.3009,0.0011,0.4272,0.0019,0.4799,0.001,0.4647,0.0007,0.6954,0.0094,0.4824,0.1293
1730.1,0.5184,0.002,0.2966,0.0011,0.4256,0.0013,0.4751,0.0007,0.4605,0.0007,0.6903,0.0092,0.4777,0.1286
1740.8,0.526,0.0018,0.2962,0.001,0.4246,0.0022,0.4751,0.0006,0.46,0.0005,0.6993,0.0084,0.4802,0.1323
1751.4,0.5235,0.0021,0.2962,0.001,0.4203,0.0025,0.4705,0.0007,0.4552,0.0009,0.6923,0.0078,0.4763,0.1303
1761.9,0.5348,0.0014,0.2937,0.001,0.4189,0.0015,0.4706,0.001,0.4543,0.0004,0.7029,0.0078,0.4792,0.1356
1772.4,0.5249,0.0012,0.2911,0.001,0.4113,0.0021,0.463,0.0004,0.4456,0.0008,0.6791,0.0042,0.4692,0.1287
1782.9,0.5437,0.002,0.2917,0.002,0.4111,0.0026,0.4682,0.0015,0.4516,0.0016,0.7003,0.0064,0.4778,0.1369
1793.3,0.5046,0.0035,0.2867,0.0024,0.4018,0.0035,0.4531,0.0014,0.4416,0.0044,0.6377,0.0089,0.4543,0.1159
1803.6,0.5478,0.0072,0.2946,0.0042,0.4069,0.0044,0.4651,0.0037,0.4422,0.0035,0.6968,0.0095,0.4756,0.1363
1813.9,0.4774,0.0115,0.2912,0.0088,0.3865,0.0045,0.4399,0.0044,0.4334,0.0048,0.6161,0.0076,0.4407,0.1072
1824.2,0.5037,0.0172,0.2954,0.0112,0.3981,0.0153,0.4385,0.0087,0.4261,0.0059,0.6461,0.0115,0.4513,0.1172
1834.4,0.3933,0.0077,0.281,0.0092,0.3678,0.0123,0.4159,0.0073,0.3938,0.0089,0.519,0.0154,0.3951,0.0769
1844.6,0.6393,0.0309,0.3157,0.013,0.4451,0.0177,0.4512,0.0135,0.4396,0.0061,0.6703,0.0209,0.4935,0.135
1854.7,0.4037,0.0149,0.2876,0.0135,0.3791,0.0128,0.4007,0.0097,0.385,0.0127,0.487,0.0067,0.3905,0.0638
1864.8,0.493,0.0176,0.2877,0.011,0.3844,0.0282,0.4323,0.0072,0.4368,0.015,0.5396,0.0168,0.429,0.0876
1874.9,0.4099,0.018,0.268,0.0209,0.3728,0.0177,0.3958,0.0088,0.3735,0.0104,0.5031,0.0119,0.3872,0.0757
1884.9,0.5031,0.0247,0.2748,0.0115,0.401,0.0201,0.439,0.0298,0.3901,0.0131,0.5999,0.0115,0.4346,0.1102
1894.9,0.4254,0.0246,0.2499,0.0127,0.3607,0.0176,0.4117,0.0157,0.3888,0.0157,0.5277,0.0184,0.394,0.0906
1904.9,0.4504,0.0293,0.2386,0.0155,0.2952,0.0149,0.4126,0.0209,0.4216,0.011,0.5873,0.0245,0.4009,0.1227
1914.8,0.4001,0.0173,0.1994,0.0174,0.2929,0.0087,0.3802,0.013,0.3585,0.008,0.5382,0.0123,0.3616,0.1132
1924.7,0.4499,0.0079,0.1869,0.0075,0.2829,0.0142,0.3598,0.0077,0.3462,0.002,0.5804,0.012,0.3677,0.1359
1934.6,0.4365,0.0091,0.1768,0.005,0.2449,0.0065,0.3551,0.0052,0.3246,0.0032,0.5895,0.0062,0.3546,0.1459
1944.5,0.4575,0.0033,0.1664,0.0013,0.2473,0.0029,0.3507,0.0017,0.3388,0.0013,0.5818,0.008,0.3571,0.1479
1954.3,0.4538,0.0017,0.1656,0.0018,0.246,0.0023,0.3542,0.0013,0.3405,0.0018,0.5801,0.0054,0.3567,0.1472
1964.2,0.4645,0.004,0.166,0.0014,0.2457,0.0029,0.359,0.0016,0.3454,0.0009,0.6009,0.0039,0.3636,0.1548
1973.9,0.4558,0.0026,0.1685,0.0018,0.2522,0.0026,0.3595,0.0019,0.3461,0.0018,0.5933,0.0064,0.3626,0.1497
1983.7,0.4682,0.0036,0.1749,0.0033,0.2624,0.0015,0.3622,0.0017,0.3454,0.0029,0.5875,0.0046,0.3668,0.1464
1993.5,0.4464,0.0035,0.1798,0.0021,0.2676,0.0026,0.3623,0.0016,0.3458,0.0017,0.5885,0.0115,0.3651,0.142
2003.2,0.46,0.0008,0.1785,0.0019,0.2691,0.0024,0.3566,0.001,0.3436,0.0014,0.6018,0.0147,0.3683,0.148
2012.9,0.4491,0.0024,0.1761,0.0015,0.2682,0.0015,0.3513,0.0006,0.3355,0.001,0.5847,0.0123,0.3608,0.1424
2022.7,0.4406,0.0008,0.1739,0.0017,0.2637,0.0018,0.3446,0.0012,0.3305,0.001,0.5617,0.0113,0.3525,0.1356
2032.4,0.4258,0.0024,0.175,0.0025,0.2585,0.0013,0.3344,0.0006,0.3203,0.0012,0.5697,0.0051,0.3473,0.1372
2042.1,0.426,0.0037,0.1742,0.002,0.2586,0.002,0.3281,0.0008,0.314,0.0005,0.5611,0.0098,0.3437,0.135
2051.7,0.4117,0.0025,0.1715,0.0012,0.2535,0.002,0.3182,0.0013,0.3049,0.0012,0.5484,0.0064,0.3347,0.1311
2061.4,0.4125,0.0015,0.1683,0.0014,0.2493,0.0017,0.3129,0.0007,0.3007,0.0012,0.5512,0.0057,0.3325,0.1338
2071.1,0.3962,0.0035,0.1684,0.0017,0.2471,0.0014,0.3051,0.0012,0.294,0.0011,0.5399,0.0069,0.3251,0.129
2080.7,0.3913,0.0019,0.1659,0.0013,0.2447,0.0022,0.3014,0.0008,0.2912,0.0006,0.5331,0.0076,0.3213,0.1273
2090.4,0.3919,0.0029,0.1686,0.001,0.2469,0.0023,0.2974,0.0006,0.2832,0.0012,0.518,0.0046,0.3177,0.122
2100.1,0.4001,0.0035,0.168,0.0016,0.2485,0.0017,0.297,0.0013,0.2867,0.001,0.5198,0.0065,0.32,0.1234
2109.7,0.3861,0.0025,0.1698,0.003,0.251,0.0022,0.295,0.0014,0.2877,0.0015,0.5047,0.0039,0.3157,0.1161
2119.4,0.3933,0.0028,0.1733,0.0011,0.2493,0.0028,0.2974,0.0023,0.2876,0.0015,0.5252,0.004,0.321,0.1229
2129.1,0.3984,0.0018,0.1743,0.0016,0.2575,0.0015,0.3002,0.0012,0.2908,0.001,0.523,0.0026,0.324,0.1214
2138.7,0.4048,0.0041,0.1793,0.0018,0.2624,0.0024,0.3024,0.0011,0.293,0.0011,0.5354,0.0015,0.3295,0.1243
2148.4,0.3998,0.0024,0.1832,0.0009,0.2656,0.001,0.3071,0.0017,0.2956,0.0012,0.5217,0.0095,0.3288,0.1175
2158.1,0.4087,0.0034,0.1849,0.0012,0.2707,0.0017,0.3101,0.0008,0.2981,0.0016,0.5496,0.0101,0.337,0.1266
2167.8,0.4087,0.003,0.1873,0.0022,0.2742,0.0028,0.3171,0.0018,0.3052,0.0017,0.5388,0.0088,0.3386,0.1213
2177.5,0.4231,0.0029,0.1879,0.0012,0.2783,0.0025,0.3219,0.0015,0.3067,0.0018,0.5292,0.0086,0.3412,0.1192
2187.2,0.4149,0.0031,0.1906,0.0016,0.2759,0.0026,0.3219,0.0018,0.3044,0.0016,0.5552,0.0071,0.3438,0.1264
2196.9,0.4255,0.0041,0.1908,0.0021,0.2788,0.0019,0.3221,0.0024,0.3086,0.0019,0.5559,0.0055,0.347,0.1272
2206.7,0.4211,0.0043,0.1897,0.0023,0.2735,0.0014,0.3166,0.0023,0.3025,0.001,0.5426,0.0066,0.341,0.1238
2216.5,0.4115,0.0021,0.1851,0.0028,0.2668,0.003,0.3117,0.0012,0.2934,0.0018,0.555,0.0073,0.3373,0.1293
2226.2,0.4023,0.0029,0.1835,0.0025,0.265,0.0029,0.2999,0.0016,0.2871,0.0027,0.5252,0.01,0.3272,0.1198
2236,0.4097,0.0042,0.178,0.0023,0.2538,0.003,0.2959,0.0017,0.283,0.0017,0.5236,0.0037,0.324,0.1232
2245.9,0.3957,0.004,0.172,0.0014,0.2497,0.0038,0.2826,0.0022,0.2638,0.0019,0.512,0.0047,0.3126,0.1214
2255.7,0.3876,0.0051,0.1704,0.0036,0.2482,0.0052,0.2767,0.0022,0.2648,0.0013,0.4994,0.0078,0.3079,0.1169
2265.6,0.3903,0.0049,0.1723,0.0023,0.2403,0.0021,0.2715,0.0025,0.257,0.0015,0.485,0.0042,0.3027,0.1139
2275.5,0.3816,0.0032,0.1646,0.0025,0.2424,0.003,0.2704,0.0042,0.2549,0.002,0.5191,0.0067,0.3055,0.1257
2285.4,0.3822,0.0088,0.1695,0.0057,0.2326,0.0028,0.2605,0.0012,0.2506,0.002,0.4837,0.0056,0.2965,0.1149
2295.3,0.3881,0.0062,0.1588,0.0051,0.2312,0.0026,0.2581,0.0027,0.2484,0.0022,0.4871,0.0065,0.2953,0.1198
2305.3,0.3596,0.0051,0.16,0.0049,0.2274,0.0026,0.2527,0.004,0.2436,0.0046,0.4857,0.0131,0.2882,0.1162
2315.3,0.3775,0.0058,0.162,0.0024,0.2269,0.0049,0.255,0.0028,0.2422,0.0011,0.5089,0.0113,0.2954,0.1259
2325.4,0.3589,0.0096,0.154,0.0067,0.2219,0.0075,0.2434,0.0038,0.2362,0.0023,0.4562,0.0117,0.2784,0.1093
2335.5,0.3963,0.0105,0.1543,0.0032,0.219,0.0026,0.2452,0.0023,0.2361,0.0013,0.4495,0.0091,0.2834,0.1139
2345.6,0.3491,0.0063,0.1472,0.0079,0.2181,0.0061,0.2392,0.0025,0.2316,0.0036,0.4714,0.0088,0.2761,0.1156
2355.7,0.3678,0.0059,0.1384,0.0044,0.2186,0.0045,0.2455,0.0045,0.2334,0.0029,0.4993,0.0156,0.2838,0.1288
2365.9,0.3811,0.0089,0.1454,0.0067,0.2174,0.004,0.2482,0.004,0.2313,0.0041,0.4949,0.0071,0.2864,0.1277
2376.2,0.364,0.0099,0.1477,0.0039,0.21,0.0052,0.2477,0.0029,0.2369,0.0038,0.4567,0.0071,0.2772,0.1127
2386.4,0.3557,0.0049,0.1426,0.006,0.2106,0.007,0.2356,0.0044,0.2257,0.0039,0.4966,0.0145,0.2778,0.1275
2396.8,0.3653,0.0088,0.1459,0.0056,0.2068,0.0038,0.2517,0.0049,0.2254,0.0037,0.5051,0.0025,0.2834,0.1304
2407.1,0.3711,0.0042,0.1384,0.0035,0.1978,0.0148,0.2374,0.0043,0.2081,0.0031,0.4564,0.0049,0.2682,0.1203
2417.5,0.3513,0.0126,0.1393,0.0053,0.198,0.0094,0.2391,0.0039,0.241,0.0039,0.465,0.0036,0.2723,0.1172
2428,0.361,0.0102,0.1421,0.0098,0.2037,0.0068,0.2193,0.0034,0.2274,0.0071,0.3933,0.0091,0.2578,0.0977
2438.5,0.3416,0.0117,0.1376,0.01,0.2014,0.0132,0.2289,0.0054,0.2189,0.006,0.4496,0.0132,0.263,0.1128
2449.1,0.3296,0.0114,0.14,0.0047,0.1819,0.0105,0.2147,0.007,0.2126,0.0031,0.4174,0.0104,0.2494,0.1037
2459.7,0.3414,0.0202,0.1341,0.0062,0.2056,0.0086,0.2326,0.0115,0.2385,0.0087,0.4276,0.0152,0.2633,0.1046
