wavelength	RSR_412	RSR_443	RSR_469	RSR_488	RSR_531	RSR_551	RSR_555	RSR_645	RSR_667	RSR_678	RSR_748	RSR_859	RSR_869	RSR_1240	RSR_1640	RSR_2130
920	1.08E-05	1.47E-05	0	2.81E-05	2.14E-05	1.28E-05	0	0	0.0007118	0.00046931	3.19E-05	0	0.00010525	0	0	0
921	1.05E-05	1.48E-05	0	2.68E-05	2.03E-05	1.27E-05	0	0	0.00067428	0.00046878	3.09E-05	0	0.00010035	0	0	0
922	1.03E-05	1.49E-05	0	2.54E-05	1.93E-05	1.25E-05	0	0	0.00063677	0.00046825	2.99E-05	0	9.55E-05	0	0	0
923	1.01E-05	1.51E-05	0	2.40E-05	1.83E-05	1.24E-05	0	0	0.00059925	0.00046772	2.89E-05	0	9.06E-05	0	0	0
924	9.87E-06	1.52E-05	0	2.27E-05	1.72E-05	1.22E-05	0	0	0.00056174	0.00046719	2.79E-05	0	8.57E-05	0	0	0
925	9.64E-06	1.53E-05	0	2.13E-05	1.62E-05	1.21E-05	0	0	0.00052422	0.00046667	2.69E-05	0	8.08E-05	0	0	0
926	9.42E-06	1.54E-05	0	1.99E-05	1.51E-05	1.19E-05	0	0	0.0004867	0.00046614	2.60E-05	0	7.59E-05	0	0	0
927	9.20E-06	1.55E-05	0	1.86E-05	1.41E-05	1.17E-05	0	0	0.00044919	0.00046561	2.50E-05	0	7.10E-05	0	0	0
928	8.98E-06	1.56E-05	0	1.72E-05	1.30E-05	1.16E-05	0	0	0.00041167	0.00046508	2.40E-05	0	6.61E-05	0	0	0
929	8.76E-06	1.57E-05	0	1.58E-05	1.20E-05	1.14E-05	0	0	0.00037416	0.00046455	2.30E-05	0	6.12E-05	0	0	0
930	8.53E-06	1.58E-05	0	1.45E-05	1.10E-05	1.13E-05	0	0	0.00033664	0.00046402	2.20E-05	0	5.63E-05	0	0	0
931	1.04E-05	1.60E-05	0	1.45E-05	1.19E-05	1.18E-05	0	0	0.00033055	0.00045805	2.20E-05	0	5.48E-05	0	0	0
932	1.23E-05	1.61E-05	0	1.46E-05	1.29E-05	1.24E-05	0	0	0.00032445	0.00045209	2.19E-05	0	5.33E-05	0	0	0
933	1.42E-05	1.63E-05	0	1.47E-05	1.38E-05	1.29E-05	0	0	0.00031836	0.00044612	2.19E-05	0	5.18E-05	0	0	0
934	1.61E-05	1.65E-05	0	1.47E-05	1.48E-05	1.35E-05	0	0	0.00031226	0.00044016	2.19E-05	0	5.03E-05	0	0	0
935	1.79E-05	1.66E-05	0	1.48E-05	1.58E-05	1.40E-05	0	0	0.00030617	0.00043419	2.19E-05	0	4.88E-05	0	0	0
936	1.98E-05	1.68E-05	0	1.49E-05	1.67E-05	1.45E-05	0	0	0.00030008	0.00042822	2.19E-05	0	4.74E-05	0	0	0
937	2.17E-05	1.70E-05	0	1.49E-05	1.77E-05	1.51E-05	0	0	0.00029398	0.00042226	2.19E-05	0	4.59E-05	0	0	0
938	2.36E-05	1.72E-05	0	1.50E-05	1.87E-05	1.56E-05	0	0	0.00028789	0.00041629	2.19E-05	0	4.44E-05	0	0	0
939	2.55E-05	1.73E-05	0	1.51E-05	1.96E-05	1.62E-05	0	0	0.00028179	0.00041033	2.19E-05	0	4.29E-05	0	0	0
940	2.74E-05	1.75E-05	0	1.51E-05	2.06E-05	1.67E-05	0	0	0.0002757	0.00040436	2.19E-05	0	4.14E-05	0	0	0
941	2.73E-05	1.66E-05	0	1.43E-05	2.00E-05	1.60E-05	0	0	0.00027677	0.00039841	2.06E-05	0	4.53E-05	0	0	0
942	2.73E-05	1.58E-05	0	1.34E-05	1.95E-05	1.53E-05	0	0	0.00027785	0.00039245	1.93E-05	0	4.92E-05	0	0	0
943	2.73E-05	1.49E-05	0	1.25E-05	1.90E-05	1.47E-05	0	0	0.00027892	0.00038649	1.81E-05	0	5.30E-05	0	0	0
944	2.72E-05	1.40E-05	0	1.16E-05	1.84E-05	1.40E-05	0	0	0.00028	0.00038054	1.68E-05	0	5.69E-05	0	0	0
945	2.72E-05	1.32E-05	0	1.07E-05	1.79E-05	1.33E-05	0	0	0.00028107	0.00037458	1.55E-05	0	6.08E-05	0	0	0
946	2.71E-05	1.23E-05	0	9.79E-06	1.73E-05	1.26E-05	0	0	0.00028214	0.00036863	1.42E-05	0	6.46E-05	0	0	0
947	2.71E-05	1.14E-05	0	8.90E-06	1.68E-05	1.19E-05	0	0	0.00028322	0.00036267	1.29E-05	0	6.85E-05	0	0	0
948	2.71E-05	1.05E-05	0	8.00E-06	1.62E-05	1.12E-05	0	0	0.00028429	0.00035672	1.17E-05	0	7.24E-05	0	0	0
949	2.70E-05	9.67E-06	0	7.11E-06	1.57E-05	1.05E-05	0	0	0.00028537	0.00035076	1.04E-05	0	7.63E-05	0	0	0
950	2.70E-05	8.80E-06	0	6.22E-06	1.52E-05	9.81E-06	0	0	0.00028644	0.00034481	9.10E-06	0	8.01E-05	0	0	0
951	2.67E-05	9.66E-06	0	6.45E-06	1.47E-05	9.73E-06	0	0	0.00029323	0.0003435	9.02E-06	0	8.09E-05	0	0	0
952	2.64E-05	1.05E-05	0	6.67E-06	1.43E-05	9.66E-06	0	0	0.00030002	0.0003422	8.93E-06	0	8.17E-05	0	0	0
953	2.62E-05	1.14E-05	0	6.90E-06	1.38E-05	9.58E-06	0	0	0.00030681	0.00034089	8.85E-06	0	8.26E-05	0	0	0
954	2.59E-05	1.22E-05	0	7.13E-06	1.34E-05	9.50E-06	0	0	0.0003136	0.00033958	8.77E-06	0	8.34E-05	0	0	0
955	2.56E-05	1.31E-05	0	7.36E-06	1.29E-05	9.42E-06	0	0	0.00032039	0.00033827	8.68E-06	0	8.42E-05	0	0	0
956	2.53E-05	1.40E-05	0	7.58E-06	1.25E-05	9.35E-06	0	0	0.00032718	0.00033697	8.60E-06	0	8.50E-05	0	0	0
957	2.50E-05	1.48E-05	0	7.81E-06	1.21E-05	9.27E-06	0	0	0.00033397	0.00033566	8.51E-06	0	8.58E-05	0	0	0
958	2.47E-05	1.57E-05	0	8.04E-06	1.16E-05	9.19E-06	0	0	0.00034076	0.00033435	8.43E-06	0	8.66E-05	0	0	0
959	2.45E-05	1.65E-05	0	8.26E-06	1.12E-05	9.12E-06	0	0	0.00034755	0.00033305	8.35E-06	0	8.74E-05	0	0	0
960	2.42E-05	1.74E-05	0	8.49E-06	1.07E-05	9.04E-06	0	0	0.00035434	0.00033174	8.26E-06	0	8.82E-05	0	0	0
961	2.44E-05	1.72E-05	0	8.35E-06	1.10E-05	8.60E-06	0	0	0.00033724	0.00032439	7.99E-06	0	9.48E-05	0	0	0
962	2.47E-05	1.69E-05	0	8.21E-06	1.12E-05	8.17E-06	0	0	0.00032014	0.00031703	7.73E-06	0	0.00010147	0	0	0
963	2.49E-05	1.67E-05	0	8.07E-06	1.15E-05	7.73E-06	0	0	0.00030304	0.00030968	7.46E-06	0	0.00010809	0	0	0
964	2.52E-05	1.64E-05	0	7.93E-06	1.18E-05	7.29E-06	0	0	0.00028594	0.00030232	7.20E-06	0	0.00011471	0	0	0
965	2.55E-05	1.62E-05	0	7.78E-06	1.20E-05	6.86E-06	0	0	0.00026885	0.00029496	6.93E-06	0	0.00012133	0	0	0
966	2.57E-05	1.60E-05	0	7.64E-06	1.23E-05	6.42E-06	0	0	0.00025175	0.00028761	6.66E-06	0	0.00012795	0	0	0
967	2.60E-05	1.57E-05	0	7.50E-06	1.25E-05	5.99E-06	0	0	0.00023465	0.00028026	6.40E-06	0	0.00013457	0	0	0
968	2.62E-05	1.55E-05	0	7.36E-06	1.28E-05	5.55E-06	0	0	0.00021755	0.0002729	6.13E-06	0	0.00014119	0	0	0
969	2.65E-05	1.52E-05	0	7.22E-06	1.31E-05	5.11E-06	0	0	0.00020045	0.00026555	5.87E-06	0	0.00014781	0	0	0
970	2.67E-05	1.50E-05	0	7.08E-06	1.33E-05	4.68E-06	0	0	0.00018335	0.00025819	5.60E-06	0	0.00015443	0	0	0
971	2.71E-05	1.46E-05	0	7.02E-06	1.29E-05	4.79E-06	0	0	0.00017999	0.00025412	6.00E-06	0	0.00016085	0	0	0
972	2.76E-05	1.43E-05	0	6.95E-06	1.26E-05	4.89E-06	0	0	0.00017663	0.00025005	6.39E-06	0	0.00016727	0	0	0
973	2.80E-05	1.39E-05	0	6.89E-06	1.22E-05	5.00E-06	0	0	0.00017327	0.00024598	6.79E-06	0	0.00017369	0	0	0
974	2.84E-05	1.36E-05	0	6.83E-06	1.18E-05	5.11E-06	0	0	0.00016991	0.00024191	7.18E-06	0	0.00018011	0	0	0
975	2.88E-05	1.32E-05	0	6.77E-06	1.14E-05	5.22E-06	0	0	0.00016655	0.00023784	7.58E-06	0	0.00018652	0	0	0
976	2.92E-05	1.28E-05	0	6.71E-06	1.11E-05	5.33E-06	0	0	0.0001632	0.00023376	7.98E-06	0	0.00019294	0	0	0
977	2.96E-05	1.25E-05	0	6.65E-06	1.07E-05	5.44E-06	0	0	0.00015984	0.00022969	8.37E-06	0	0.00019936	0	0	0
978	3.01E-05	1.21E-05	0	6.59E-06	1.03E-05	5.55E-06	0	0	0.00015648	0.00022562	8.77E-06	0	0.00020578	0	0	0
979	3.05E-05	1.18E-05	0	6.53E-06	9.94E-06	5.66E-06	0	0	0.00015312	0.00022155	9.16E-06	0	0.0002122	0	0	0
980	3.09E-05	1.14E-05	0	6.47E-06	9.56E-06	5.77E-06	0	0	0.00014976	0.00021748	9.56E-06	0	0.00021862	0	0	0
981	2.93E-05	1.13E-05	0	6.51E-06	9.76E-06	5.66E-06	0	0	0.00015024	0.00021663	9.10E-06	0	0.00020991	0	0	0
982	2.76E-05	1.11E-05	0	6.55E-06	9.96E-06	5.56E-06	0	0	0.00015073	0.00021577	8.65E-06	0	0.0002012	0	0	0
983	2.60E-05	1.10E-05	0	6.59E-06	1.02E-05	5.46E-06	0	0	0.00015121	0.00021491	8.19E-06	0	0.00019248	0	0	0
984	2.44E-05	1.09E-05	0	6.63E-06	1.03E-05	5.36E-06	0	0	0.0001517	0.00021406	7.73E-06	0	0.00018377	0	0	0
985	2.28E-05	1.07E-05	0	6.67E-06	1.05E-05	5.26E-06	0	0	0.00015218	0.0002132	7.28E-06	0	0.00017506	0	0	0
986	2.11E-05	1.06E-05	0	6.71E-06	1.07E-05	5.16E-06	0	0	0.00015266	0.00021235	6.82E-06	0	0.00016635	0	0	0
987	1.95E-05	1.04E-05	0	6.75E-06	1.09E-05	5.06E-06	0	0	0.00015315	0.0002115	6.36E-06	0	0.00015764	0	0	0
988	1.79E-05	1.03E-05	0	6.79E-06	1.11E-05	4.96E-06	0	0	0.00015363	0.00021064	5.91E-06	0	0.00014892	0	0	0
989	1.63E-05	1.02E-05	0	6.83E-06	1.13E-05	4.86E-06	0	0	0.00015412	0.00020978	5.45E-06	0	0.00014021	0	0	0
990	1.46E-05	1.00E-05	0	6.87E-06	1.15E-05	4.76E-06	0	0	0.0001546	0.00020893	4.99E-06	0	0.0001315	0	0	0
991	1.48E-05	9.99E-06	0	6.71E-06	1.11E-05	4.68E-06	0	0	0.00016586	0.000207	5.21E-06	0	0.00012869	0	0	0
992	1.51E-05	9.95E-06	0	6.54E-06	1.07E-05	4.60E-06	0	0	0.00017713	0.00020507	5.42E-06	0	0.00012588	0	0	0
993	1.53E-05	9.92E-06	0	6.38E-06	1.03E-05	4.51E-06	0	0	0.0001884	0.00020314	5.63E-06	0	0.00012307	0	0	0
994	1.55E-05	9.88E-06	0	6.21E-06	9.83E-06	4.43E-06	0	0	0.00019966	0.00020121	5.84E-06	0	0.00012026	0	0	0
995	1.57E-05	9.84E-06	0	6.04E-06	9.41E-06	4.35E-06	0	0	0.00021093	0.00019928	6.06E-06	0	0.00011745	0	0	0
996	1.59E-05	9.80E-06	0	5.88E-06	8.99E-06	4.26E-06	0	0	0.00022219	0.00019734	6.27E-06	0	0.00011464	0	0	0
997	1.61E-05	9.76E-06	0	5.71E-06	8.57E-06	4.18E-06	0	0	0.00023346	0.00019541	6.48E-06	0	0.00011183	0	0	0
998	1.63E-05	9.72E-06	0	5.55E-06	8.15E-06	4.10E-06	0	0	0.00024472	0.00019348	6.69E-06	0	0.00010902	0	0	0
999	1.65E-05	9.68E-06	0	5.38E-06	7.73E-06	4.01E-06	0	0	0.00025599	0.00019155	6.91E-06	0	0.00010621	0	0	0
1000	1.67E-05	9.64E-06	0	5.22E-06	7.30E-06	3.93E-06	0	0	0.00026725	0.00018962	7.12E-06	0	0.0001034	0	0	0
1001	1.58E-05	1.03E-05	0	5.27E-06	7.29E-06	4.24E-06	0	0	0.00024809	0.00018422	6.81E-06	0	0.00010661	0	0	0
1002	1.49E-05	1.10E-05	0	5.32E-06	7.28E-06	4.55E-06	0	0	0.00022893	0.00017881	6.51E-06	0	0.00010982	0	0	0
1003	1.39E-05	1.17E-05	0	5.37E-06	7.27E-06	4.86E-06	0	0	0.00020976	0.00017341	6.20E-06	0	0.00011303	0	0	0
1004	1.30E-05	1.23E-05	0	5.42E-06	7.26E-06	5.18E-06	0	0	0.0001906	0.00016801	5.90E-06	0	0.00011624	0	0	0
1005	1.21E-05	1.30E-05	0	5.48E-06	7.25E-06	5.49E-06	0	0	0.00017144	0.00016261	5.59E-06	0	0.00011945	0	0	0
1006	1.12E-05	1.37E-05	0	5.53E-06	7.24E-06	5.80E-06	0	0	0.00015228	0.0001572	5.28E-06	0	0.00012266	0	0	0
1007	1.02E-05	1.43E-05	0	5.58E-06	7.23E-06	6.11E-06	0	0	0.00013312	0.0001518	4.98E-06	0	0.00012587	0	0	0
1008	9.32E-06	1.50E-05	0	5.63E-06	7.21E-06	6.42E-06	0	0	0.00011396	0.0001464	4.67E-06	0	0.00012908	0	0	0
1009	8.40E-06	1.57E-05	0	5.68E-06	7.20E-06	6.73E-06	0	0	9.48E-05	0.00014099	4.37E-06	0	0.00013229	0	0	0
1010	7.48E-06	1.63E-05	0	5.74E-06	7.19E-06	7.04E-06	0	0	7.56E-05	0.00013559	4.06E-06	0	0.0001355	0	0	0
1011	9.79E-06	1.61E-05	0	5.51E-06	7.29E-06	6.90E-06	0	0	7.47E-05	0.00013473	4.16E-06	0	0.00015092	0	0	0
1012	1.21E-05	1.59E-05	0	5.28E-06	7.39E-06	6.75E-06	0	0	7.38E-05	0.00013386	4.25E-06	0	0.00016634	0	0	0
1013	1.44E-05	1.57E-05	0	5.05E-06	7.49E-06	6.61E-06	0	0	7.29E-05	0.000133	4.35E-06	0	0.00018176	0	0	0
1014	1.67E-05	1.55E-05	0	4.82E-06	7.59E-06	6.47E-06	0	0	7.20E-05	0.00013213	4.44E-06	0	0.00019718	0	0	0
1015	1.90E-05	1.53E-05	0	4.59E-06	7.69E-06	6.32E-06	0	0	7.11E-05	0.00013126	4.54E-06	0	0.0002126	0	0	0
1016	2.13E-05	1.51E-05	0	4.36E-06	7.79E-06	6.18E-06	0	0	7.02E-05	0.0001304	4.63E-06	0	0.00022801	0	0	0
1017	2.37E-05	1.49E-05	0	4.13E-06	7.88E-06	6.03E-06	0	0	6.94E-05	0.00012953	4.73E-06	0	0.00024343	0	0	0
1018	2.60E-05	1.47E-05	0	3.90E-06	7.98E-06	5.89E-06	0	0	6.85E-05	0.00012867	4.82E-06	0	0.00025885	0	0	0
1019	2.83E-05	1.45E-05	0	3.67E-06	8.08E-06	5.74E-06	0	0	6.76E-05	0.0001278	4.92E-06	0	0.00027427	0	0	0
1020	3.06E-05	1.43E-05	0	3.44E-06	8.18E-06	5.60E-06	0	0	6.67E-05	0.00012694	5.01E-06	0	0.00028969	0	0	0
1021	2.85E-05	1.43E-05	0	4.01E-06	8.40E-06	5.44E-06	0	0	8.73E-05	0.00013794	4.97E-06	0	0.00027742	0	0	0
1022	2.64E-05	1.42E-05	0	4.58E-06	8.62E-06	5.27E-06	0	0	0.000108	0.00014895	4.92E-06	0	0.00026515	0	0	0
1023	2.42E-05	1.41E-05	0	5.14E-06	8.84E-06	5.11E-06	0	0	0.00012867	0.00015996	4.87E-06	0	0.00025288	0	0	0
1024	2.21E-05	1.40E-05	0	5.71E-06	9.05E-06	4.95E-06	0	0	0.00014934	0.00017096	4.83E-06	0	0.00024061	0	0	0
1025	2.00E-05	1.40E-05	0	6.28E-06	9.27E-06	4.79E-06	0	0	0.00017001	0.00018197	4.78E-06	0	0.00022834	0	0	0
1026	1.79E-05	1.39E-05	0	6.84E-06	9.49E-06	4.63E-06	0	0	0.00019069	0.00019297	4.73E-06	0	0.00021607	0	0	0
1027	1.58E-05	1.38E-05	0	7.41E-06	9.71E-06	4.47E-06	0	0	0.00021136	0.00020397	4.69E-06	0	0.0002038	0	0	0
1028	1.36E-05	1.38E-05	0	7.98E-06	9.92E-06	4.31E-06	0	0	0.00023203	0.00021498	4.64E-06	0	0.00019153	0	0	0
1029	1.15E-05	1.37E-05	0	8.54E-06	1.01E-05	4.14E-06	0	0	0.0002527	0.00022599	4.59E-06	0	0.00017926	0	0	0
1030	9.40E-06	1.36E-05	0	9.11E-06	1.04E-05	3.98E-06	0	0	0.00027337	0.00023699	4.55E-06	0	0.00016699	0	0	0
1031	9.61E-06	1.41E-05	0	9.26E-06	1.03E-05	3.91E-06	0	0	0.00025426	0.00022692	5.02E-06	0	0.00018215	0	0	0
1032	9.81E-06	1.46E-05	0	9.42E-06	1.02E-05	3.84E-06	0	0	0.00023516	0.00021685	5.50E-06	0	0.00019731	0	0	0
1033	1.00E-05	1.51E-05	0	9.58E-06	1.01E-05	3.76E-06	0	0	0.00021605	0.00020677	5.98E-06	0	0.00021247	0	0	0
1034	1.02E-05	1.56E-05	0	9.73E-06	1.01E-05	3.69E-06	0	0	0.00019694	0.0001967	6.46E-06	0	0.00022763	0	0	0
1035	1.04E-05	1.60E-05	0	9.89E-06	9.99E-06	3.62E-06	0	0	0.00017783	0.00018663	6.94E-06	0	0.00024279	0	0	0
1036	1.06E-05	1.65E-05	0	1.00E-05	9.92E-06	3.54E-06	0	0	0.00015873	0.00017656	7.42E-06	0	0.00025795	0	0	0
1037	1.08E-05	1.70E-05	0	1.02E-05	9.85E-06	3.47E-06	0	0	0.00013962	0.00016649	7.90E-06	0	0.00027311	0	0	0
1038	1.11E-05	1.75E-05	0	1.04E-05	9.77E-06	3.40E-06	0	0	0.00012051	0.00015641	8.38E-06	0	0.00028827	0	0	0
1039	1.13E-05	1.80E-05	0	1.05E-05	9.70E-06	3.32E-06	0	0	0.00010141	0.00014634	8.85E-06	0	0.00030343	0	0	0
1040	1.15E-05	1.85E-05	0	1.07E-05	9.63E-06	3.25E-06	0	0	8.23E-05	0.00013627	9.33E-06	0	0.00031859	0	0	0
1041	1.37E-05	1.99E-05	0	1.08E-05	9.51E-06	3.79E-06	0	0	7.99E-05	0.00014064	9.20E-06	0	0.00030872	0	0	0
1042	1.58E-05	2.12E-05	0	1.09E-05	9.40E-06	4.33E-06	0	0	7.76E-05	0.00014501	9.06E-06	0	0.00029886	0	0	0
1043	1.80E-05	2.26E-05	0	1.10E-05	9.29E-06	4.87E-06	0	0	7.52E-05	0.00014937	8.92E-06	0	0.000289	0	0	0
1044	2.02E-05	2.40E-05	0	1.12E-05	9.18E-06	5.41E-06	0	0	7.29E-05	0.00015374	8.79E-06	0	0.00027913	0	0	0
1045	2.24E-05	2.54E-05	0	1.13E-05	9.07E-06	5.96E-06	0	0	7.05E-05	0.00015811	8.65E-06	0	0.00026927	0	0	0
1046	2.46E-05	2.68E-05	0	1.14E-05	8.95E-06	6.50E-06	0	0	6.81E-05	0.00016248	8.51E-06	0	0.0002594	0	0	0
1047	2.68E-05	2.81E-05	0	1.15E-05	8.84E-06	7.04E-06	0	0	6.58E-05	0.00016685	8.38E-06	0	0.00024954	0	0	0
1048	2.90E-05	2.95E-05	0	1.17E-05	8.73E-06	7.58E-06	0	0	6.34E-05	0.00017121	8.24E-06	0	0.00023967	0	0	0
1049	3.12E-05	3.09E-05	0	1.18E-05	8.62E-06	8.12E-06	0	0	6.10E-05	0.00017558	8.11E-06	0	0.00022981	0	0	0
1050	3.33E-05	3.23E-05	0	1.19E-05	8.51E-06	8.66E-06	0	0	5.87E-05	0.00017995	7.97E-06	0	0.00021994	0	0	0
1051	3.21E-05	3.12E-05	0	1.17E-05	8.55E-06	8.40E-06	0	0	5.77E-05	0.00024059	8.00E-06	0	0.0002174	0	0	0
1052	3.08E-05	3.01E-05	0	1.14E-05	8.60E-06	8.13E-06	0	0	5.66E-05	0.00030123	8.03E-06	0	0.00021487	0	0	0
1053	2.95E-05	2.91E-05	0	1.11E-05	8.64E-06	7.87E-06	0	0	5.56E-05	0.00036187	8.06E-06	0	0.00021233	0	0	0
1054	2.82E-05	2.80E-05	0	1.09E-05	8.69E-06	7.60E-06	0	0	5.46E-05	0.00042251	8.09E-06	0	0.0002098	0	0	0
1055	2.69E-05	2.70E-05	0	1.06E-05	8.73E-06	7.34E-06	0	0	5.35E-05	0.00048315	8.12E-06	0	0.00020726	0	0	0
1056	2.56E-05	2.59E-05	0	1.03E-05	8.77E-06	7.08E-06	0	0	5.25E-05	0.00054379	8.15E-06	0	0.00020472	0	0	0
1057	2.43E-05	2.48E-05	0	1.01E-05	8.82E-06	6.81E-06	0	0	5.15E-05	0.00060443	8.18E-06	0	0.00020219	0	0	0
1058	2.30E-05	2.38E-05	0	9.82E-06	8.86E-06	6.55E-06	0	0	5.04E-05	0.00066507	8.21E-06	0	0.00019965	0	0	0
1059	2.17E-05	2.27E-05	0	9.55E-06	8.91E-06	6.28E-06	0	0	4.94E-05	0.00072571	8.24E-06	0	0.00019712	0	0	0
1060	2.04E-05	2.16E-05	0	9.29E-06	8.95E-06	6.02E-06	0	0	4.84E-05	0.00078635	8.27E-06	0	0.00019458	0	0	0
1061	2.20E-05	2.09E-05	0	9.47E-06	8.81E-06	6.35E-06	0	0	5.02E-05	0.00071465	8.76E-06	0	0.00019459	0	0	0
1062	2.36E-05	2.01E-05	0	9.65E-06	8.66E-06	6.67E-06	0	0	5.20E-05	0.00064294	9.25E-06	0	0.00019459	0	0	0
1063	2.52E-05	1.93E-05	0	9.83E-06	8.51E-06	7.00E-06	0	0	5.39E-05	0.00057124	9.74E-06	0	0.0001946	0	0	0
1064	2.68E-05	1.86E-05	0	1.00E-05	8.37E-06	7.33E-06	0	0	5.57E-05	0.00049954	1.02E-05	0	0.0001946	0	0	0
1065	2.84E-05	1.78E-05	0	1.02E-05	8.22E-06	7.66E-06	0	0	5.75E-05	0.00042783	1.07E-05	0	0.00019461	0	0	0
1066	3.00E-05	1.70E-05	0	1.04E-05	8.08E-06	7.99E-06	0	0	5.94E-05	0.00035613	1.12E-05	0	0.00019461	0	0	0
1067	3.16E-05	1.63E-05	0	1.05E-05	7.93E-06	8.31E-06	0	0	6.12E-05	0.00028443	1.17E-05	0	0.00019462	0	0	0
1068	3.32E-05	1.55E-05	0	1.07E-05	7.79E-06	8.64E-06	0	0	6.30E-05	0.00021272	1.22E-05	0	0.00019462	0	0	0
1069	3.48E-05	1.47E-05	0	1.09E-05	7.64E-06	8.97E-06	0	0	6.49E-05	0.00014102	1.27E-05	0	0.00019462	0	0	0
1070	3.64E-05	1.40E-05	0	1.11E-05	7.50E-06	9.30E-06	0	0	6.67E-05	6.93E-05	1.32E-05	0	0.00019463	0	0	0
1071	3.53E-05	1.52E-05	0	1.17E-05	8.73E-06	8.95E-06	0	0	6.91E-05	6.83E-05	1.37E-05	0	0.00021469	0	0	0
1072	3.41E-05	1.64E-05	0	1.24E-05	9.96E-06	8.61E-06	0	0	7.15E-05	6.72E-05	1.42E-05	0	0.00023475	0	0	0
1073	3.29E-05	1.75E-05	0	1.31E-05	1.12E-05	8.26E-06	0	0	7.39E-05	6.62E-05	1.47E-05	0	0.00025481	0	0	0
1074	3.17E-05	1.87E-05	0	1.37E-05	1.24E-05	7.92E-06	0	0	7.63E-05	6.52E-05	1.52E-05	0	0.00027487	0	0	0
1075	3.05E-05	1.99E-05	0	1.44E-05	1.37E-05	7.58E-06	0	0	7.87E-05	6.41E-05	1.58E-05	0	0.00029493	0	0	0
1076	2.93E-05	2.11E-05	0	1.50E-05	1.49E-05	7.23E-06	0	0	8.12E-05	6.31E-05	1.63E-05	0	0.00031498	0	0	0
1077	2.81E-05	2.23E-05	0	1.57E-05	1.61E-05	6.89E-06	0	0	8.36E-05	6.20E-05	1.68E-05	0	0.00033504	0	0	0
1078	2.69E-05	2.35E-05	0	1.64E-05	1.74E-05	6.54E-06	0	0	8.60E-05	6.10E-05	1.73E-05	0	0.0003551	0	0	0
1079	2.57E-05	2.47E-05	0	1.70E-05	1.86E-05	6.20E-06	0	0	8.84E-05	6.00E-05	1.78E-05	0	0.00037516	0	0	0
1080	2.45E-05	2.59E-05	0	1.77E-05	1.98E-05	5.85E-06	0	0	9.08E-05	5.89E-05	1.84E-05	0	0.00039522	0	0	0
1081	2.73E-05	2.85E-05	0	1.82E-05	1.89E-05	6.42E-06	0	0	9.19E-05	6.04E-05	1.91E-05	0	0.00042675	0	0	0
1082	3.01E-05	3.10E-05	0	1.86E-05	1.79E-05	6.99E-06	0	0	9.30E-05	6.18E-05	1.99E-05	0	0.00045829	0	0	0
1083	3.29E-05	3.36E-05	0	1.91E-05	1.69E-05	7.56E-06	0	0	9.41E-05	6.33E-05	2.06E-05	0	0.00048983	0	0	0
1084	3.56E-05	3.62E-05	0	1.95E-05	1.60E-05	8.13E-06	0	0	9.53E-05	6.48E-05	2.13E-05	0	0.00052136	0	0	0
1085	3.84E-05	3.88E-05	0	2.00E-05	1.50E-05	8.70E-06	0	0	9.64E-05	6.62E-05	2.21E-05	0	0.0005529	0	0	0
1086	4.12E-05	4.14E-05	0	2.04E-05	1.40E-05	9.27E-06	0	0	9.75E-05	6.77E-05	2.28E-05	0	0.00058443	0	0	0
1087	4.40E-05	4.40E-05	0	2.09E-05	1.31E-05	9.84E-06	0	0	9.86E-05	6.92E-05	2.36E-05	0	0.00061596	0	0	0
1088	4.67E-05	4.65E-05	0	2.14E-05	1.21E-05	1.04E-05	0	0	9.97E-05	7.06E-05	2.43E-05	0	0.0006475	0	0	0
1089	4.95E-05	4.91E-05	0	2.18E-05	1.11E-05	1.10E-05	0	0	0.00010083	7.21E-05	2.51E-05	0	0.00067904	0	0	0
1090	5.23E-05	5.17E-05	0	2.23E-05	1.02E-05	1.16E-05	0	0	0.00010194	7.35E-05	2.58E-05	0	0.00071057	0	0	0
1091	5.70E-05	5.27E-05	0	2.32E-05	1.30E-05	1.34E-05	0	0	9.78E-05	8.31E-05	2.57E-05	0	0.00067083	0	0	0
1092	6.18E-05	5.38E-05	0	2.40E-05	1.58E-05	1.53E-05	0	0	9.37E-05	9.26E-05	2.55E-05	0	0.00063109	0	0	0
1093	6.66E-05	5.48E-05	0	2.49E-05	1.86E-05	1.72E-05	0	0	8.95E-05	0.0001021	2.54E-05	0	0.00059135	0	0	0
1094	7.14E-05	5.58E-05	0	2.58E-05	2.14E-05	1.90E-05	0	0	8.54E-05	0.00011162	2.52E-05	0	0.00055161	0	0	0
1095	7.62E-05	5.69E-05	0	2.67E-05	2.42E-05	2.09E-05	0	0	8.12E-05	0.00012114	2.51E-05	0	0.00051187	0	0	0
1096	8.09E-05	5.79E-05	0	2.76E-05	2.70E-05	2.28E-05	0	0	7.71E-05	0.00013066	2.50E-05	0	0.00047212	0	0	0
1097	8.57E-05	5.89E-05	0	2.85E-05	2.98E-05	2.47E-05	0	0	7.30E-05	0.00014017	2.48E-05	0	0.00043238	0	0	0
1098	9.05E-05	6.00E-05	0	2.94E-05	3.26E-05	2.65E-05	0	0	6.88E-05	0.00014969	2.47E-05	0	0.00039264	0	0	0
